date,open,high,low,close,volume,barCount,wap
2026-03-18 15:50:00+00:00,6677.77,6681.46,6676.11,6681.46,0,288,0.0
2026-03-18 15:55:00+00:00,6681.78,6683.21,6678.39,6679.79,0,286,0.0
2026-03-18 16:00:00+00:00,6679.73,6679.73,6674.62,6677.57,0,285,0.0
2026-03-18 16:05:00+00:00,6677.82,6679.04,6675.68,6676.51,0,276,0.0
2026-03-18 16:10:00+00:00,6676.47,6682.93,6674.65,6682.09,0,285,0.0
2026-03-18 16:15:00+00:00,6682.21,6682.56,6678.13,6681.88,0,285,0.0
2026-03-18 16:20:00+00:00,6682.33,6684.15,6681.7,6682.73,0,282,0.0
2026-03-18 16:25:00+00:00,6682.81,6683.02,6679.8,6680.58,0,295,0.0
2026-03-18 16:30:00+00:00,6680.31,6681.52,6672.26,6672.62,0,290,0.0
2026-03-18 16:35:00+00:00,6672.53,6676.36,6667.75,6675.66,0,292,0.0
2026-03-18 16:40:00+00:00,6675.86,6677.12,6673.09,6674.4,0,277,0.0
2026-03-18 16:45:00+00:00,6674.54,6675.79,6672.13,6675.34,0,289,0.0
2026-03-18 16:50:00+00:00,6675.35,6679.85,6673.56,6679.21,0,288,0.0
2026-03-18 16:55:00+00:00,6679.16,6680.51,6674.12,6675.25,0,288,0.0
2026-03-18 17:00:00+00:00,6675.14,6675.51,6667.6,6671.85,0,286,0.0
2026-03-18 17:05:00+00:00,6671.81,6672.92,6668.3,6668.71,0,286,0.0
2026-03-18 17:10:00+00:00,6668.62,6669.7,6663.86,6665.4,0,283,0.0
2026-03-18 17:15:00+00:00,6665.47,6668.93,6664.09,6668.65,0,287,0.0
2026-03-18 17:20:00+00:00,6668.68,6669.84,6667.7,6669.59,0,282,0.0
2026-03-18 17:25:00+00:00,6669.68,6669.75,6666.5,6667.47,0,283,0.0
2026-03-18 17:30:00+00:00,6667.53,6668.99,6662.86,6668.99,0,285,0.0
2026-03-18 17:35:00+00:00,6669.02,6673.72,6669.02,6672.87,0,286,0.0
2026-03-18 17:40:00+00:00,6672.84,6672.84,6667.46,6668.61,0,286,0.0
2026-03-18 17:45:00+00:00,6668.6,6674.86,6668.28,6670.59,0,289,0.0
2026-03-18 17:50:00+00:00,6670.63,6674.0,6668.5,6674.0,0,286,0.0
2026-03-18 17:55:00+00:00,6674.02,6677.27,6672.34,6675.81,0,283,0.0
2026-03-18 18:00:00+00:00,6676.05,6682.74,6674.67,6680.27,0,293,0.0
2026-03-18 18:05:00+00:00,6680.14,6680.14,6673.96,6674.46,0,295,0.0
2026-03-18 18:10:00+00:00,6674.51,6676.25,6671.6,6674.6,0,293,0.0
2026-03-18 18:15:00+00:00,6674.58,6674.63,6663.66,6666.11,0,292,0.0
2026-03-18 18:20:00+00:00,6666.06,6668.45,6663.49,6666.69,0,287,0.0
2026-03-18 18:25:00+00:00,6666.72,6670.58,6665.47,6670.19,0,290,0.0
2026-03-18 18:30:00+00:00,6670.38,6671.64,6656.3,6656.3,0,290,0.0
2026-03-18 18:35:00+00:00,6656.29,6669.17,6655.09,6657.41,0,294,0.0
2026-03-18 18:40:00+00:00,6657.3,6663.34,6654.21,6659.33,0,293,0.0
2026-03-18 18:45:00+00:00,6659.29,6659.29,6655.48,6655.85,0,287,0.0
2026-03-18 18:50:00+00:00,6655.96,6655.96,6644.09,6644.95,0,289,0.0
2026-03-18 18:55:00+00:00,6644.79,6648.19,6643.01,6643.35,0,287,0.0
2026-03-18 19:00:00+00:00,6643.24,6652.78,6642.34,6652.78,0,292,0.0
2026-03-18 19:05:00+00:00,6652.91,6655.77,6650.41,6653.41,0,296,0.0
2026-03-18 19:10:00+00:00,6653.49,6653.49,6646.01,6648.45,0,287,0.0
2026-03-18 19:15:00+00:00,6648.44,6649.11,6643.02,6643.02,0,294,0.0
2026-03-18 19:20:00+00:00,6642.92,6643.42,6636.55,6636.87,0,286,0.0
2026-03-18 19:25:00+00:00,6636.81,6640.45,6636.16,6638.07,0,289,0.0
